hotel_id,date,available_rooms,occupied_rooms
H047,2025-08-25,60,48
H048,2025-12-13,93,74
H049,2025-09-20,58,46
H050,2025-12-02,114,91
H001,2025-08-04,74,55
H002,2025-12-15,71,52
H003,2025-11-12,95,71
H004,2025-12-18,51,41
H005,2025-12-18,71,57
H006,2025-12-08,117,91
H007,2025-12-26,52,36
H008,2025-11-11,93,74
H009,2025-09-27,53,36
H010,2025-11-01,78,57
H011,2025-12-19,59,49
H012,2025-12-03,58,45
H013,2025-12-22,69,57
H014,2025-09-14,41,34
H015,2025-07-17,75,56
H016,2025-08-29,57,44
H017,2025-10-28,106,77
H018,2025-11-01,42,37
H019,2025-08-16,110,88
H020,2025-08-18,88,69
H021,2025-11-12,94,69
H022,2025-07-20,48,31
H023,2025-07-11,105,84
H024,2025-12-20,74,51
H025,2025-08-13,112,84
H026,2025-12-06,108,86
H027,2025-08-01,112,80
H028,2025-12-07,72,56
H029,2025-12-07,70,48
H030,2025-12-11,68,53
H031,2025-10-07,104,78
H032,2025-11-28,115,89
H033,2025-10-08,95,75
H034,2025-07-04,100,72
H035,2025-07-02,84,65
H036,2025-10-16,43,33
H037,2025-12-16,67,52
H038,2025-12-10,99,72
H039,2025-11-27,105,83
H040,2025-10-15,40,29
H041,2025-11-21,86,63
H042,2025-07-14,83,61
H043,2025-08-28,68,47
H044,2025-10-04,64,51
H045,2025-07-03,106,76
H046,2025-08-16,75,57
H047,2025-10-27,60,49
H048,2025-10-11,93,75
H049,2025-09-01,58,45
H050,2025-09-24,114,91
H001,2025-07-18,74,53
H002,2025-09-14,71,54
H003,2025-08-29,95,75
H004,2025-08-09,51,38
H005,2025-07-27,71,50
H006,2025-08-09,117,94
H007,2025-07-26,52,41
H008,2025-12-15,93,67
H009,2025-09-30,53,36
H010,2025-09-05,78,59
H011,2025-08-15,59,43
H012,2025-12-02,58,48
H013,2025-07-22,69,55
H014,2025-08-17,41,33
H015,2025-09-27,75,60
H016,2025-09-27,57,42
H017,2025-10-20,106,81
H018,2025-12-25,42,35
H019,2025-12-12,110,81
H020,2025-10-28,88,66
H021,2025-12-24,94,70
H022,2025-11-28,48,39
H023,2025-08-01,105,80
H024,2025-10-21,74,56
H025,2025-12-06,112,90
H026,2025-09-10,108,87
H027,2025-11-12,112,85
H028,2025-07-28,72,50
H029,2025-09-17,70,52
H030,2025-12-27,68,55
H031,2025-11-16,104,78
H032,2025-11-07,115,84
H033,2025-12-17,95,72
H034,2025-08-24,100,71
H035,2025-09-27,84,65
H036,2025-09-28,43,32
H037,2025-12-17,67,48
H038,2025-12-25,99,70
H039,2025-07-24,105,85
H040,2025-09-30,40,25
H041,2025-12-29,86,62
H042,2025-12-25,83,60
H043,2025-10-26,68,51
H044,2025-12-27,64,46
H045,2025-11-12,106,76
H046,2025-08-27,75,58
H047,2025-12-12,60,46
H048,2025-12-30,93,67
H049,2025-12-29,58,46
H050,2025-07-28,114,88
H001,2025-08-08,74,53
H002,2025-12-01,71,54
H003,2025-09-06,95,68
H004,2025-10-18,51,35
H005,2025-07-06,71,53
H006,2025-10-18,117,86
H007,2025-09-15,52,43
H008,2025-10-09,93,74
H009,2025-11-11,53,41
H010,2025-11-06,78,54
H011,2025-12-17,59,44
H012,2025-08-20,58,49
H013,2025-12-02,69,54
H014,2025-09-23,41,33
H015,2025-11-28,75,61
H016,2025-09-06,57,38
H017,2025-07-26,106,80
H018,2025-10-25,42,30
H019,2025-08-26,110,84
H020,2025-09-27,88,67
H021,2025-09-28,94,67
H022,2025-09-23,48,38
H023,2025-09-08,105,84
H024,2025-12-02,74,57
H025,2025-08-16,112,80
H026,2025-09-06,108,79
H027,2025-10-25,112,84
H028,2025-07-11,72,59
H029,2025-07-05,70,57
H030,2025-08-30,68,47
H031,2025-08-03,104,75
H032,2025-11-05,115,82
H033,2025-09-06,95,70
H034,2025-08-04,100,80
H035,2025-07-20,84,65
H036,2025-09-22,43,28
H037,2025-10-27,67,54
H038,2025-08-25,99,73
H039,2025-08-27,105,81
H040,2025-10-11,40,30
H041,2025-07-02,86,63
H042,2025-10-02,83,58
H043,2025-09-01,68,51
H044,2025-09-25,64,44
H045,2025-12-09,106,78
H046,2025-12-01,75,53
H047,2025-08-28,60,48
H048,2025-07-27,93,67
H049,2025-08-06,58,47
H050,2025-12-20,114,87
H001,2025-09-18,74,59
H002,2025-07-27,71,53
H003,2025-12-26,95,73
H004,2025-09-20,51,44
H005,2025-07-07,71,55
H006,2025-08-04,117,86
H007,2025-11-28,52,38
H008,2025-08-01,93,70
H009,2025-09-23,53,39
H010,2025-11-23,78,57
H011,2025-11-04,59,40
H012,2025-11-14,58,44
H013,2025-07-20,69,50
H014,2025-12-14,41,34
H015,2025-09-08,75,56
H016,2025-09-19,57,38
H017,2025-08-02,106,77
H018,2025-09-12,42,32
H019,2025-08-31,110,89
H020,2025-08-17,88,64
H021,2025-12-06,94,66
H022,2025-07-28,48,41
H023,2025-09-02,105,85
H024,2025-10-20,74,53
H025,2025-09-08,112,87
H026,2025-12-11,108,81
H027,2025-07-30,112,87
H028,2025-09-04,72,58
H029,2025-08-16,70,52
H030,2025-10-16,68,54
H031,2025-11-13,104,75
H032,2025-09-10,115,85
H033,2025-12-08,95,67
H034,2025-08-09,100,74
H035,2025-08-06,84,61
H036,2025-12-04,43,36
H037,2025-11-16,67,55
H038,2025-07-11,99,75
H039,2025-08-22,105,78
H040,2025-10-05,40,27
H041,2025-11-28,86,66
H042,2025-09-17,83,65
H043,2025-11-12,68,52
H044,2025-08-24,64,54
H045,2025-12-22,106,85
H046,2025-10-30,75,61
H047,2025-11-04,60,51
H048,2025-11-13,93,75
H049,2025-07-29,58,47
H050,2025-08-26,114,83
H001,2025-08-18,74,59
H002,2025-12-27,71,54
H003,2025-12-26,95,72
H004,2025-10-15,51,34
H005,2025-08-04,71,55
H006,2025-10-08,117,85
H007,2025-08-25,52,40
H008,2025-07-20,93,73
H009,2025-10-06,53,37
H010,2025-10-10,78,62
H011,2025-12-02,59,48
H012,2025-08-21,58,45
H013,2025-09-14,69,47
H014,2025-08-28,41,28
H015,2025-10-24,75,53
H016,2025-12-11,57,44
H017,2025-07-17,106,77
H018,2025-08-24,42,35
H019,2025-11-08,110,82
H020,2025-09-19,88,62
H021,2025-12-11,94,71
H022,2025-11-07,48,40
H023,2025-08-14,105,85
H024,2025-09-11,74,61
H025,2025-08-08,112,88
H026,2025-08-01,108,80
H027,2025-09-28,112,85
H028,2025-12-22,72,52
H029,2025-09-29,70,55
H030,2025-07-21,68,54
H031,2025-07-04,104,75
H032,2025-08-18,115,87
H033,2025-09-27,95,76
H034,2025-09-02,100,74
H035,2025-09-03,84,65
H036,2025-10-04,43,36
H037,2025-07-26,67,52
H038,2025-11-02,99,80
H039,2025-09-02,105,85
H040,2025-08-27,40,29
H041,2025-08-25,86,62
H042,2025-08-15,83,59
H043,2025-12-17,68,52
H044,2025-07-12,64,44
H045,2025-07-20,106,81
H046,2025-10-10,75,62
H047,2025-11-10,60,51
H048,2025-11-08,93,72
H049,2025-10-06,58,45
H050,2025-09-20,114,92
H001,2025-08-19,74,54
H002,2025-10-11,71,55
H003,2025-09-18,95,68
H004,2025-10-13,51,40
H005,2025-10-16,71,54
H006,2025-07-31,117,88
H007,2025-12-30,52,36
H008,2025-07-10,93,72
H009,2025-12-13,53,36
H010,2025-09-04,78,55
H011,2025-07-27,59,40
H012,2025-08-29,58,48
H013,2025-12-29,69,48
H014,2025-08-01,41,28
H015,2025-07-11,75,54
H016,2025-08-17,57,41
H017,2025-09-15,106,76
H018,2025-12-04,42,33
H019,2025-08-18,110,80
H020,2025-11-14,88,62
H021,2025-08-09,94,75
H022,2025-08-28,48,35
H023,2025-12-22,105,75
H024,2025-10-12,74,60
H025,2025-11-04,112,82
H026,2025-10-23,108,85
H027,2025-08-03,112,81
H028,2025-09-29,72,58
H029,2025-12-23,70,50
H030,2025-07-09,68,56
H031,2025-11-11,104,74
H032,2025-11-13,115,82
H033,2025-07-01,95,69
H034,2025-11-09,100,73
H035,2025-11-07,84,61
H036,2025-07-05,43,33
H037,2025-07-12,67,46
H038,2025-07-03,99,73
H039,2025-08-11,105,83
H040,2025-09-06,40,34
H041,2025-07-14,86,60
H042,2025-09-04,83,65
H043,2025-12-28,68,56
H044,2025-11-29,64,49
H045,2025-09-20,106,86
H046,2025-10-02,75,52
H047,2025-08-18,60,41
H048,2025-07-28,93,71
H049,2025-11-25,58,49
H050,2025-12-02,114,92
H001,2025-07-18,74,58
H002,2025-08-07,71,51
H003,2025-08-07,95,75
H004,2025-09-15,51,44
H005,2025-09-21,71,59
H006,2025-11-29,117,89
H007,2025-08-30,52,45
H008,2025-10-05,93,68
H009,2025-11-22,53,37
H010,2025-11-30,78,59
H011,2025-11-13,59,46
H012,2025-08-19,58,45
H013,2025-12-07,69,53
H014,2025-07-04,41,27
H015,2025-08-30,75,52
H016,2025-10-23,57,42
H017,2025-10-15,106,81
H018,2025-11-06,42,28
H019,2025-11-18,110,85
H020,2025-07-17,88,63
H021,2025-11-28,94,68
H022,2025-08-14,48,33
H023,2025-11-21,105,75
H024,2025-07-14,74,53
H025,2025-07-23,112,84
H026,2025-10-22,108,81
H027,2025-07-24,112,83
H028,2025-12-12,72,50
H029,2025-11-18,70,56
H030,2025-09-10,68,55
H031,2025-08-10,104,81
H032,2025-12-05,115,88
H033,2025-07-26,95,76
H034,2025-10-22,100,71
H035,2025-12-06,84,61
H036,2025-11-14,43,33
H037,2025-08-30,67,50
H038,2025-12-22,99,80
H039,2025-11-10,105,77
H040,2025-11-20,40,27
H041,2025-11-13,86,62
H042,2025-09-15,83,68
H043,2025-12-03,68,47
H044,2025-12-20,64,48
H045,2025-10-09,106,82
H046,2025-07-24,75,62
H047,2025-11-29,60,49
H048,2025-11-13,93,72
H049,2025-11-17,58,47
H050,2025-12-02,114,89
H001,2025-09-11,74,61
H002,2025-10-24,71,53
H003,2025-11-29,95,68
H004,2025-12-05,51,44
H005,2025-09-06,71,52
H006,2025-10-15,117,92
H007,2025-08-20,52,37
H008,2025-10-31,93,73
H009,2025-08-31,53,38
H010,2025-12-19,78,64
H011,2025-07-06,59,41
H012,2025-08-11,58,48
H013,2025-10-07,69,56
H014,2025-10-23,41,32
H015,2025-09-15,75,55
H016,2025-12-23,57,45
H017,2025-11-10,106,85
H018,2025-08-16,42,37
H019,2025-12-29,110,86
H020,2025-12-17,88,72
H021,2025-12-29,94,76
H022,2025-07-24,48,41
H023,2025-09-04,105,76
H024,2025-12-15,74,57
H025,2025-07-09,112,85
H026,2025-11-11,108,85
H027,2025-08-02,112,89
H028,2025-12-22,72,50
H029,2025-08-27,70,57
H030,2025-09-08,68,49
H031,2025-07-19,104,75
H032,2025-08-29,115,89
H033,2025-11-09,95,70
H034,2025-07-29,100,74
H035,2025-08-16,84,64
H036,2025-09-27,43,31
H037,2025-11-21,67,56
H038,2025-12-11,99,77
H039,2025-09-07,105,77
H040,2025-08-12,40,28
H041,2025-08-12,86,64
H042,2025-12-25,83,68
H043,2025-07-05,68,51
H044,2025-12-09,64,54
H045,2025-07-21,106,76
H046,2025-07-29,75,55
H047,2025-12-10,60,49
H048,2025-10-16,93,72
H049,2025-07-01,58,41
H050,2025-12-25,114,86
H001,2025-09-04,74,61
H002,2025-08-21,71,51
H003,2025-12-27,95,77
H004,2025-10-21,51,43
H005,2025-08-23,71,59
H006,2025-08-19,117,85
H007,2025-11-24,52,41
H008,2025-12-28,93,74
H009,2025-09-01,53,43
H010,2025-09-17,78,54
H011,2025-08-21,59,44
H012,2025-08-13,58,42
H013,2025-09-29,69,47
H014,2025-07-07,41,26
H015,2025-09-10,75,52
H016,2025-08-09,57,47
H017,2025-10-17,106,83
H018,2025-08-07,42,28
H019,2025-08-23,110,82
H020,2025-10-09,88,72
H021,2025-12-10,94,74
H022,2025-08-18,48,35
H023,2025-08-10,105,83
H024,2025-08-24,74,59
H025,2025-10-17,112,84
H026,2025-09-25,108,77
H027,2025-12-20,112,84
H028,2025-10-04,72,52
H029,2025-08-21,70,55
H030,2025-12-08,68,48
H031,2025-08-25,104,76
H032,2025-12-20,115,91
H033,2025-11-30,95,72
H034,2025-08-17,100,72
H035,2025-09-12,84,62
H036,2025-07-05,43,36
H037,2025-07-27,67,54
H038,2025-10-17,99,72
H039,2025-12-30,105,85
H040,2025-12-17,40,28
H041,2025-08-03,86,63
H042,2025-07-04,83,59
H043,2025-12-15,68,57
H044,2025-07-03,64,52
H045,2025-08-01,106,81
H046,2025-12-30,75,54
H047,2025-07-20,60,50
H048,2025-07-29,93,76
H049,2025-12-13,58,49
H050,2025-12-22,114,90
H001,2025-10-08,74,57
H002,2025-07-01,71,51
H003,2025-10-20,95,69
H004,2025-07-20,51,35
H005,2025-09-16,71,57
H006,2025-09-18,117,90
H007,2025-12-12,52,35
H008,2025-12-22,93,66
H009,2025-11-04,53,44
H010,2025-09-10,78,62
H011,2025-07-27,59,40
H012,2025-09-27,58,48
H013,2025-11-03,69,56
H014,2025-08-02,41,34
H015,2025-10-11,75,61
H016,2025-09-01,57,45
H017,2025-07-05,106,86
H018,2025-12-28,42,34
H019,2025-10-06,110,84
H020,2025-12-13,88,67
H021,2025-09-12,94,71
H022,2025-11-15,48,37
H023,2025-09-27,105,80
H024,2025-08-21,74,51
H025,2025-11-27,112,90
H026,2025-11-02,108,86
H027,2025-11-30,112,88
H028,2025-07-22,72,50
H029,2025-10-13,70,58
H030,2025-12-30,68,53
H031,2025-12-18,104,74
H032,2025-09-26,115,87
H033,2025-12-07,95,76
H034,2025-12-06,100,81
H035,2025-07-24,84,59
H036,2025-12-22,43,29
H037,2025-10-15,67,46
H038,2025-08-28,99,73
H039,2025-10-11,105,79
H040,2025-07-20,40,30
H041,2025-12-27,86,62
H042,2025-08-09,83,60
H043,2025-10-10,68,53
H044,2025-10-07,64,51
H045,2025-11-14,106,77
H046,2025-11-16,75,60
H047,2025-08-21,60,47
H048,2025-10-31,93,71
H049,2025-11-11,58,49
H050,2025-11-21,114,85
H001,2025-12-02,74,52
H002,2025-07-03,71,56
H003,2025-12-14,95,77
H004,2025-07-25,51,42
H005,2025-12-04,71,58
H006,2025-12-03,117,88
H007,2025-07-19,52,42
H008,2025-10-28,93,73
H009,2025-07-27,53,35
H010,2025-09-29,78,56
H011,2025-10-23,59,40
H012,2025-11-30,58,46
H013,2025-11-04,69,52
H014,2025-11-12,41,32
H015,2025-11-22,75,60
H016,2025-10-23,57,39
H017,2025-12-04,106,76
H018,2025-07-24,42,29
H019,2025-12-17,110,83
H020,2025-11-18,88,68
H021,2025-12-17,94,69
H022,2025-08-22,48,35
H023,2025-09-25,105,79
H024,2025-12-01,74,53
H025,2025-07-19,112,86
H026,2025-08-28,108,80
H027,2025-11-20,112,86
H028,2025-11-15,72,51
H029,2025-10-19,70,53
H030,2025-10-09,68,48
H031,2025-09-18,104,77
H032,2025-12-22,115,92
H033,2025-09-18,95,68
H034,2025-08-18,100,79
H035,2025-07-29,84,67
H036,2025-12-05,43,33
H037,2025-12-05,67,54
H038,2025-10-14,99,71
H039,2025-09-06,105,78
H040,2025-08-30,40,28
H041,2025-12-01,86,67
H042,2025-09-02,83,65
H043,2025-07-18,68,47
H044,2025-08-13,64,49
H045,2025-07-18,106,78
H046,2025-09-25,75,55
H047,2025-07-03,60,46
H048,2025-10-16,93,68
H049,2025-09-28,58,46
H050,2025-10-05,114,91
H001,2025-12-27,74,57
H002,2025-11-25,71,52
H003,2025-09-07,95,69
H004,2025-11-03,51,34
H005,2025-07-07,71,57
H006,2025-10-07,117,85
H007,2025-08-02,52,41
H008,2025-12-29,93,70
H009,2025-09-01,53,45
H010,2025-08-15,78,55
H011,2025-12-14,59,42
H012,2025-11-10,58,48
H013,2025-10-21,69,55
H014,2025-12-01,41,28
H015,2025-11-30,75,55
H016,2025-11-06,57,42
H017,2025-11-17,106,84
H018,2025-08-13,42,27
H019,2025-07-03,110,88
H020,2025-10-03,88,72
H021,2025-10-18,94,74
H022,2025-12-09,48,37
H023,2025-12-30,105,75
H024,2025-08-17,74,56
H025,2025-12-24,112,89
H026,2025-08-15,108,87
H027,2025-11-13,112,88
H028,2025-08-11,72,54
H029,2025-11-21,70,57
H030,2025-12-14,68,53
H031,2025-10-02,104,78
H032,2025-07-23,115,85
H033,2025-10-19,95,68
H034,2025-09-11,100,72
H035,2025-08-16,84,65
H036,2025-07-10,43,36
H037,2025-12-11,67,48
H038,2025-09-24,99,72
H039,2025-12-17,105,81
H040,2025-12-06,40,25
H041,2025-07-22,86,63
H042,2025-11-29,83,59
H043,2025-12-25,68,50
H044,2025-10-25,64,51
H045,2025-11-20,106,76
H046,2025-08-11,75,58
H047,2025-09-26,60,50
H048,2025-08-16,93,68
H049,2025-09-21,58,45
H050,2025-09-26,114,91
H001,2025-09-19,74,56
H002,2025-10-07,71,54
H003,2025-12-13,95,75
H004,2025-08-02,51,43
H005,2025-08-05,71,52
H006,2025-10-15,117,92
H007,2025-08-03,52,35
H008,2025-10-21,93,72
H009,2025-09-20,53,45
H010,2025-10-20,78,56
H011,2025-07-28,59,44
H012,2025-11-28,58,40
H013,2025-11-29,69,48
H014,2025-09-25,41,30
H015,2025-07-01,75,56
H016,2025-12-05,57,38
H017,2025-07-15,106,80
H018,2025-08-27,42,28
H019,2025-08-05,110,89
H020,2025-09-10,88,69
H021,2025-09-17,94,76
H022,2025-10-09,48,38
H023,2025-08-23,105,77
H024,2025-11-26,74,59
H025,2025-07-18,112,87
H026,2025-11-08,108,85
H027,2025-12-15,112,81
H028,2025-09-05,72,56
H029,2025-07-12,70,58
H030,2025-08-03,68,51
H031,2025-10-07,104,77
H032,2025-08-06,115,87
H033,2025-08-02,95,74
H034,2025-12-15,100,76
H035,2025-08-22,84,67
H036,2025-08-04,43,34
H037,2025-10-17,67,47
H038,2025-11-13,99,75
H039,2025-07-06,105,76
H040,2025-08-12,40,32
H041,2025-12-16,86,69
H042,2025-07-04,83,60
H043,2025-07-29,68,52
H044,2025-08-14,64,49
H045,2025-07-07,106,78
H046,2025-07-12,75,61
H047,2025-08-26,60,44
H048,2025-10-28,93,68
H049,2025-10-11,58,48
H050,2025-09-06,114,84
H001,2025-10-06,74,57
H002,2025-12-08,71,52
H003,2025-09-01,95,76
H004,2025-11-14,51,44
H005,2025-11-03,71,49
H006,2025-07-17,117,90
H007,2025-10-22,52,36
H008,2025-11-11,93,76
H009,2025-12-16,53,42
H010,2025-09-14,78,59
H011,2025-07-26,59,50
H012,2025-12-19,58,39
H013,2025-12-10,69,56
H014,2025-07-10,41,34
H015,2025-07-21,75,55
H016,2025-09-02,57,46
H017,2025-08-05,106,85
H018,2025-08-23,42,28
H019,2025-08-10,110,79
H020,2025-10-24,88,67
H021,2025-09-02,94,73
H022,2025-11-28,48,39
H023,2025-07-08,105,82
H024,2025-08-11,74,61
H025,2025-09-04,112,80
H026,2025-07-22,108,85
H027,2025-11-18,112,83
H028,2025-11-06,72,52
H029,2025-12-16,70,49
H030,2025-07-23,68,50
H031,2025-08-26,104,82
H032,2025-09-15,115,84
H033,2025-10-18,95,71
H034,2025-09-13,100,78
H035,2025-07-26,84,68
H036,2025-12-14,43,38
H037,2025-12-29,67,47
H038,2025-10-08,99,78
H039,2025-09-09,105,77
H040,2025-11-10,40,26
H041,2025-11-03,86,62
H042,2025-08-23,83,64
H043,2025-10-20,68,57
H044,2025-11-08,64,44
H045,2025-07-06,106,76
H046,2025-09-08,75,58
H047,2025-11-02,60,43
H048,2025-08-05,93,71
H049,2025-09-21,58,43
H050,2025-11-23,114,85
H001,2025-11-12,74,57
H002,2025-10-03,71,53
H003,2025-11-02,95,71
H004,2025-07-27,51,38
H005,2025-08-15,71,58
H006,2025-12-24,117,88
H007,2025-09-13,52,38
H008,2025-09-15,93,67
H009,2025-11-05,53,38
H010,2025-07-14,78,55
H011,2025-11-11,59,49
H012,2025-11-05,58,39
H013,2025-08-30,69,47
H014,2025-11-16,41,27
H015,2025-09-01,75,56
H016,2025-11-29,57,41
H017,2025-08-24,106,84
H018,2025-09-26,42,35
H019,2025-08-10,110,85
H020,2025-08-08,88,68
H021,2025-11-24,94,74
H022,2025-11-10,48,37
H023,2025-11-23,105,75
H024,2025-10-12,74,56
H025,2025-08-05,112,85
H026,2025-07-04,108,82
H027,2025-11-14,112,86
H028,2025-12-13,72,60
H029,2025-11-27,70,50
H030,2025-11-16,68,55
H031,2025-08-14,104,74
H032,2025-11-16,115,90
H033,2025-10-05,95,68
H034,2025-09-30,100,74
H035,2025-07-21,84,64
H036,2025-07-18,43,29
H037,2025-10-23,67,56
H038,2025-12-21,99,71
H039,2025-07-06,105,85
H040,2025-08-15,40,30
H041,2025-12-10,86,68
H042,2025-12-23,83,58
H043,2025-09-07,68,56
H044,2025-12-23,64,44
H045,2025-12-03,106,85
H046,2025-10-18,75,62
H047,2025-07-10,60,50
H048,2025-08-25,93,74
H049,2025-07-28,58,49
H050,2025-09-26,114,83
H001,2025-07-07,74,52
H002,2025-09-14,71,53
H003,2025-11-01,95,72
H004,2025-10-14,51,42
H005,2025-07-22,71,59
H006,2025-07-12,117,84
H007,2025-11-09,52,41
H008,2025-07-03,93,76
H009,2025-07-07,53,37
H010,2025-12-22,78,63
H011,2025-07-04,59,44
H012,2025-09-22,58,39
H013,2025-07-11,69,56
H014,2025-09-01,41,28
H015,2025-11-28,75,54
H016,2025-11-25,57,46
H017,2025-12-08,106,85
H018,2025-11-28,42,29
H019,2025-08-02,110,86
H020,2025-09-14,88,65
H021,2025-09-16,94,68
H022,2025-11-22,48,37
H023,2025-08-14,105,77
H024,2025-07-27,74,58
H025,2025-09-08,112,84
H026,2025-10-23,108,82
H027,2025-12-27,112,84
H028,2025-10-12,72,51
H029,2025-11-11,70,58
H030,2025-11-01,68,49
H031,2025-10-19,104,77
H032,2025-11-27,115,92
H033,2025-09-10,95,70
H034,2025-10-03,100,77
H035,2025-07-12,84,60
H036,2025-12-02,43,38
H037,2025-11-12,67,52
H038,2025-10-04,99,71
H039,2025-07-25,105,81
H040,2025-11-07,40,26
H041,2025-10-16,86,67
H042,2025-11-19,83,65
H043,2025-12-14,68,51
H044,2025-07-22,64,54
H045,2025-09-17,106,83
H046,2025-11-24,75,62
H047,2025-08-02,60,47
H048,2025-09-16,93,70
H049,2025-11-03,58,43
H050,2025-10-22,114,84
H001,2025-11-15,74,52
H002,2025-10-16,71,57
H003,2025-09-10,95,70
H004,2025-07-28,51,38
H005,2025-11-01,71,56
H006,2025-08-03,117,84
H007,2025-10-20,52,38
H008,2025-12-27,93,73
H009,2025-10-27,53,42
H010,2025-08-04,78,63
H011,2025-12-28,59,48
H012,2025-08-12,58,47
H013,2025-08-08,69,56
H014,2025-10-15,41,34
H015,2025-08-31,75,62
H016,2025-12-21,57,41
H017,2025-12-24,106,79
H018,2025-11-03,42,36
H019,2025-11-01,110,79
H020,2025-08-13,88,68
H021,2025-11-03,94,76
H022,2025-09-30,48,36
H023,2025-10-06,105,81
H024,2025-09-18,74,51
H025,2025-12-16,112,80
H026,2025-07-19,108,79
H027,2025-09-15,112,84
H028,2025-07-23,72,56
H029,2025-11-26,70,55
H030,2025-09-25,68,53
H031,2025-12-23,104,82
H032,2025-10-03,115,91
H033,2025-07-07,95,67
H034,2025-09-20,100,74
H035,2025-09-26,84,62
H036,2025-07-22,43,29
H037,2025-09-16,67,49
H038,2025-12-05,99,77
H039,2025-10-19,105,82
H040,2025-07-03,40,27
H041,2025-09-27,86,63
H042,2025-09-03,83,60
H043,2025-07-13,68,47
H044,2025-08-14,64,47
H045,2025-10-05,106,81
H046,2025-12-03,75,55
H047,2025-10-09,60,44
H048,2025-10-19,93,68
H049,2025-08-11,58,46
H050,2025-07-24,114,83
H001,2025-12-29,74,56
H002,2025-09-04,71,54
H003,2025-10-10,95,71
H004,2025-10-26,51,36
H005,2025-12-06,71,56
H006,2025-12-16,117,86
H007,2025-07-05,52,45
H008,2025-08-26,93,70
H009,2025-08-06,53,38
H010,2025-09-30,78,59
H011,2025-07-14,59,49
H012,2025-10-29,58,49
H013,2025-12-28,69,50
H014,2025-12-13,41,36
H015,2025-10-07,75,55
H016,2025-10-06,57,40
H017,2025-12-20,106,81
H018,2025-08-20,42,35
H019,2025-12-22,110,84
H020,2025-12-27,88,68
H021,2025-11-06,94,75
H022,2025-08-20,48,36
H023,2025-12-07,105,78
H024,2025-12-11,74,52
H025,2025-12-02,112,87
H026,2025-11-10,108,77
H027,2025-08-19,112,81
H028,2025-11-28,72,52
H029,2025-08-27,70,52
H030,2025-07-19,68,53
H031,2025-08-29,104,82
H032,2025-12-16,115,90
H033,2025-09-11,95,68
H034,2025-10-23,100,72
H035,2025-10-30,84,66
H036,2025-09-03,43,33
H037,2025-07-06,67,50
H038,2025-10-17,99,79
H039,2025-09-16,105,79
H040,2025-11-30,40,26
H041,2025-08-05,86,63
H042,2025-08-05,83,58
H043,2025-11-08,68,55
H044,2025-07-02,64,51
H045,2025-10-05,106,77
H046,2025-10-11,75,62
H047,2025-10-03,60,50
H048,2025-08-08,93,74
H049,2025-10-24,58,39
H050,2025-11-01,114,88
H001,2025-08-10,74,57
H002,2025-12-05,71,52
H003,2025-08-06,95,75
H004,2025-07-07,51,36
H005,2025-07-04,71,51
H006,2025-09-04,117,84
H007,2025-09-26,52,35
H008,2025-08-30,93,69
H009,2025-08-28,53,37
H010,2025-07-24,78,57
H011,2025-07-20,59,42
H012,2025-10-14,58,47
H013,2025-07-10,69,55
H014,2025-07-01,41,36
H015,2025-12-25,75,58
H016,2025-10-05,57,45
H017,2025-08-10,106,78
H018,2025-10-28,42,37
H019,2025-07-16,110,81
H020,2025-10-21,88,67
H021,2025-12-12,94,76
H022,2025-10-14,48,31
H023,2025-10-05,105,77
H024,2025-12-31,74,61
H025,2025-10-11,112,90
H026,2025-10-01,108,77
H027,2025-09-15,112,87
H028,2025-10-28,72,51
H029,2025-10-10,70,57
H030,2025-09-21,68,52
H031,2025-11-08,104,80
H032,2025-08-16,115,88
H033,2025-11-22,95,67
